"url","title","description","image"
"https://www.kickstarter.com/projects/67420768/mim-x-the-first-smartwatch-with-invisible-display","mim X - The first smartwatch with INVISIBLE display","Powerful smartwatch with TLD technology. Embrace modern smarts without compromising classic elegance.","https://ksr-ugc.imgix.net/assets/021/019/776/2b61a478a6357b9db358b7f80c18549c_original.png?ixlib=rb-1.1.0&crop=faces&w=1552&h=873&fit=crop&v=1524713082&auto=format&frame=1&q=92&s=640eb0c6ddf82a53c157710e6e488ca2"
"https://www.jnsq.com/","Forbidden",,
"https://www.newscientist.com/article/2190259-ai-created-images-of-food-just-by-reading-the-recipes/","AI created images of food just by reading the recipes","AI can read a recipe and guess what the food will look like. Some of the results look like food you might cook at home, others look like inedible mush","https://images.newscientist.com/wp-content/uploads/2019/01/11110833/ai-food.jpg"
"https://techcrunch.com/2019/01/29/facebook-project-atlas/","Facebook pays teens to install VPN that spies on them","Desperate for data on its competitors, Facebook has been secretly paying people to install a “Facebook Research” VPN that lets the company suck in all of a user’s phone and web activity, similar to Facebook’s Onavo Protect app that Apple banned in June and that was removed i…","https://techcrunch.com/wp-content/uploads/2019/01/facebook-research-vpn-project-atlas.jpg?w=711"
"https://www.stryyk.com/","Forbidden",,
"http://www.jackdanielscoffee.com/","400 Bad Request",,
"https://www.arket.com/en_eur/about.html","Access Denied",,
"https://www.sap.com/products/batch-product-traceability.html","Product Traceability and Genealogy | SAP","Get real-time insight into batch genealogy with our product traceability software – SAP Global Batch Traceability.","http://www.sap.com/dam/application/imagelibrary/photos/277000/277277_prod2hero_Cloud4Analytics_Visualize.jpg.adapt.640_-1.false.true.false.false.jpg"
"https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2018?e=25766662/60458846","Fashion Transparency Index 2018","A review of 150 of the biggest global fashion brands and retailers ranked according to how much they disclose about their social and environmental policies, practices and impact.","https://image.isu.pub/180425080229-1e9fc6b861115b0b7629568927b5dff3/jpg/page_1.jpg"
"https://bettercotton.org/","Home - Better Cotton Initiative","The Better Cotton Initiative exists to make global cotton production better for the people who produce it, the environment it grows in and the sector’s future","https://bettercotton.org/wp-content/uploads/2013/12/11850731595_1174368db5_o.jpg"
"https://www.weswap.com/en/","Travel Money | Best Currency Exchange Rates | WeSwap","British Bank Award Winner - Best Travel Money Provider 2018. Get the best rates on your foreign currency with our travel card and app. WeSwap is up to 10 times cheaper than banks and bureaus. Fast, secure and backed by MasterCard. Sign up for free today!",
"https://www.eurowag.com/pt-pt/reembolsos-de-impostos/","403 Forbidden",,
"https://which-50.com/alipay-and-tourism-australia-trial-sydney-city-card-for-chinese-tourists/","Alipay and Tourism Australia trial Sydney City Card for Chinese Tourists - Which-50","Chinese mobile payments company Alipay and Tourism Australia will pilot a new city service in Sydney to promote leading tourist and retail destinations to Chinese tourists, throughout the Chinese New Year festive period in early February. The Sydney City Card will introduce Chinese tourists to sights and activities in hotspots","https://images.which-50.com/wp-content/uploads/2018/01/P1020504.jpg"
"https://www.thetimes.co.uk/article/ask-james-dyson-jfrhm8nchzg","Ask James Dyson","Jacob D asks: Ever since I was a child and received my first science set and a small book about past inventors, I have always wanted to be an inventor. I’ve had a fascination with energy...",
"https://www.standardcognition.com/app/","Standard Cognition - AI-powered checkout","Machine learning meets retail. Shop without waiting in line.","http://www.standard.ai/assets/standard-cognition.jpg"
"https://www.functionofbeauty.com/about/","FAQ's | Function of Beauty","Frequently Asked Questions | Function of Beauty",
"https://prose.com/","Fresh & Personalized Hair care - Prose",,
